Feature_Length,Accuracy,Precision,Recall,AUPRC,AUROC,F1_Score
1,0.5603053435114504,0.5598180429929275,0.5823174462186559,0.5811937104310546,0.5945960687073987,0.5693606257785093
2,0.5618320610687022,0.5605613223761143,0.5789668776563938,0.5997479927268901,0.6022534095046945,0.5672537636964653
3,0.583206106870229,0.5867518349477996,0.5944339307645758,0.6103210612685913,0.6088461646431564,0.5870313276807131
4,0.5694656488549619,0.5708961273015352,0.5921079536502925,0.6020149861015857,0.6083129354321193,0.5779862748798312
5,0.5740458015267175,0.579553547847123,0.582863936019178,0.6019060308456989,0.6030025835689593,0.577555574100791
6,0.5564885496183206,0.5590517460280038,0.5658185072096362,0.6016097721659066,0.6017955600116895,0.5598645724991587
7,0.5709923664122137,0.5698418938182964,0.5995806243487696,0.6090533111483382,0.6053604760846371,0.582485386608037
8,0.5709923664122136,0.5694938712706636,0.5968503919915209,0.5985861112273871,0.6113537982069639,0.5818403832113994
9,0.5778625954198473,0.5786184955462466,0.5914478129397484,0.6004408057081251,0.6124916558796062,0.583807234770887
10,0.5633587786259542,0.5629274086131273,0.5928747842659133,0.5988656169987541,0.6072132789145094,0.5753072535641263
11,0.583206106870229,0.5818525857693093,0.6083353329018653,0.5898442860020069,0.6079534139397877,0.5927571466797775
12,0.5770992366412214,0.5787448381623214,0.5873226303266625,0.6061141235547255,0.6093113900726663,0.5804671820128992
13,0.5885496183206107,0.5897694097226676,0.6041390520321973,0.6024788428608016,0.6127935150589062,0.5943584420069236
14,0.583206106870229,0.5822708363479326,0.6025028757085209,0.5952654898428469,0.610985762967559,0.5895756695783054
15,0.5740458015267176,0.574750226159372,0.5823680038599394,0.5951224296301364,0.5985231914851733,0.5764542061989752
16,0.5557251908396946,0.5574799031106572,0.5688542539449797,0.5870896065542148,0.5909216587214713,0.5605330073841909
17,0.5793893129770992,0.5796608196746117,0.5977159892079247,0.5910985968123967,0.6043927237472672,0.5867680228343304
18,0.5763358778625955,0.5760765296504131,0.5929774313947702,0.5841070985444677,0.6059400205595925,0.5827616178745445
19,0.5641221374045802,0.5666893450242687,0.5825198591730849,0.588558404775719,0.6001761336008318,0.5718370908882823
20,0.564885496183206,0.5654418131079391,0.5765326821476016,0.5841018869505685,0.5952235029529225,0.5692059640265245
21,0.5770992366412213,0.5759947497630878,0.6070126065690582,0.579817802879748,0.6068585099919949,0.5887849738559398
22,0.5778625954198473,0.5777237056680036,0.5959062711482066,0.5738109715311118,0.5927265502541396,0.5844772003122991
23,0.5717557251908397,0.5742659461172102,0.5700516463822914,0.5903251967463782,0.5991589355322531,0.5684470639828064
24,0.5770992366412214,0.5735013386603657,0.6086157234342717,0.5812503345362113,0.5939913530683015,0.5883383347808051
25,0.5519083969465649,0.5549600258107077,0.5547955740496062,0.5916968893813704,0.5817404279108251,0.5524067456467632
26,0.5595419847328245,0.5600336017032455,0.571333363097476,0.5732434416611805,0.5851260136393373,0.5643536434294606
27,0.5625954198473282,0.5641363104652994,0.5796364690417108,0.5830509348203042,0.5929934525212601,0.5691947949876777
28,0.5648854961832062,0.5655775631679656,0.5862746225548644,0.579211338243248,0.5845829277585916,0.5732911205103223
29,0.5763358778625953,0.5796411494170741,0.5811361174667626,0.5884566407460045,0.6021326153270583,0.5773861470924865
30,0.5351145038167939,0.5375668665811814,0.5547458276490536,0.5662391180060549,0.5654267942327527,0.5437092276681598
31,0.5503816793893129,0.5528892684780493,0.5591769520801779,0.5702519417254159,0.56986431868644,0.5535617175981561
32,0.5625954198473282,0.5644482794875747,0.5675741474027765,0.5671624654755142,0.5843114457070401,0.564713754891781
33,0.5488549618320612,0.5531998548689483,0.541319208345418,0.5746055326472803,0.5781367510380464,0.5450145598185814
34,0.5717557251908397,0.5767990130281176,0.5659122262146455,0.5739760683074568,0.5923734450080145,0.5687514614803751
35,0.5572519083969466,0.5608895326310187,0.574478772795305,0.5636095748773283,0.5770534037301303,0.5642077071546611
36,0.5664122137404581,0.567837990629857,0.5826443594487949,0.5787850409734149,0.5971968459813617,0.5728850035564008
37,0.5671755725190839,0.5705529234718238,0.5724417406070631,0.6029574504848799,0.6030914007979512,0.5696923520282349
38,0.5374045801526718,0.5413926159805065,0.5321266670157799,0.5630916834139671,0.5635461675446919,0.5343757073315949
39,0.5183206106870228,0.520399477835082,0.5185095896487025,0.5649485999175548,0.5527405561963333,0.517026946939663
40,0.518320610687023,0.5198973649569003,0.517820528485851,0.5612236428567551,0.5659735457195754,0.5172342285083293
41,0.5412213740458015,0.5435557032224458,0.5423336889365116,0.5617386243449249,0.5611387841624144,0.5404104252131992
42,0.5580152671755726,0.5571312736983757,0.5780532493939752,0.5872921811585886,0.5854737949390203,0.5652459551061384
43,0.5290076335877862,0.5305666344108386,0.5214554027961287,0.5458394957331733,0.5398272049474994,0.5240840336025162
44,0.5480916030534352,0.5482979650585285,0.5736871159754224,0.5651065279754294,0.5652313610792805,0.5580398036316245
45,0.5404580152671755,0.5416777404255011,0.5361927443076636,0.5578768012780191,0.5656908826014091,0.5357486973908575
46,0.5396946564885496,0.5406216495861759,0.5391549814432879,0.5629162361843284,0.5665651718897421,0.5376777009859242
47,0.5404580152671756,0.5426979095069193,0.5402582229598358,0.557202806120508,0.5525604404171583,0.5383915093765264
48,0.5412213740458016,0.5427447379716671,0.5542246407266569,0.551365272946978,0.5592024812324978,0.5469427052059974
49,0.53206106870229,0.5388501742170154,0.5346033659440917,0.5635565560600002,0.5552132464447037,0.5322577958919832
50,0.5274809160305344,0.5320090961490377,0.5323861342510535,0.5589698932203855,0.5575978855625511,0.5295932036295735
51,0.5343511450381679,0.5384748772379032,0.5172298299818461,0.5573433755622731,0.5528448431587432,0.525285448594854
52,0.5503816793893129,0.5512439820672479,0.5580515194930518,0.5598300508010834,0.5636816686323118,0.5524006277021535
53,0.5351145038167939,0.5408504935259664,0.5294070579957677,0.5642481993983063,0.5646771928514386,0.5314781274250735
54,0.549618320610687,0.5491014222140705,0.5663487688386881,0.560968503653347,0.563057160579297,0.5557570890972492
55,0.5358778625954199,0.5407557215767553,0.5427649545794706,0.5645779626493267,0.5534322045994876,0.5392146080628303
